PROBE_ID	cal27_1	cal27_2	cal27_3
ILMN_3230880	6.24604	6.2336	6.70537
ILMN_3178043	6.55502	6.71807	6.39872
ILMN_3230853	4.6389	5.23053	4.82148
ILMN_1718982	4.90309	5.87285	5.10371
ILMN_1755796	4.96502	5.13328	4.63787
ILMN_2410182	4.59056	4.5627	4.54314
ILMN_1796685	5.29283	5.53254	5.43893
ILMN_1684042	8.13073	8.0481	7.35541
ILMN_2060652	7.1654	6.8701	6.8427
ILMN_3246699	4.9369	5.46809	5.18835
ILMN_1702637	7.41159	6.92328	7.42202
ILMN_2234697	4.39652	4.32469	4.75189
ILMN_2181892	6.55704	6.53733	6.59715
ILMN_2351638	4.39235	5.22839	4.6494
ILMN_1806473	5.4912	5.01727	5.15814
ILMN_1804798	5.21185	5.56102	5.51184
ILMN_1773504	4.86766	5.03637	5.24593
ILMN_3311150	5.69505	3.72702	5.2448
ILMN_3307987	5.44966	4.60494	4.43695
ILMN_3311140	4.48127	4.3055	4.38681
ILMN_1814808	9.20672	8.45015	8.79218
ILMN_1712608	5.3829	4.8796	5.17048
ILMN_1690217	4.83693	4.64603	4.96061
ILMN_1755818	5.89941	6.36678	5.90215
ILMN_2206746	7.71888	7.95033	7.75426
ILMN_1673590	4.55238	4.47577	4.76708
ILMN_1768534	9.72887	9.91315	10.1133
ILMN_1726809	5.26894	5.2864	5.3714
ILMN_1742787	4.49034	4.36095	4.69139
ILMN_1708131	7.28119	6.87569	6.85754
ILMN_1699585	5.15532	5.71853	5.40009
ILMN_1656638	5.48295	4.35743	4.72406
ILMN_1813043	4.53497	4.61027	4.30197
ILMN_2070521	4.42636	4.83629	5.35097
ILMN_1719570	4.71093	4.94782	4.49843
ILMN_1692973	4.81765	5.57478	5.30652
ILMN_2362034	5.35134	5.36722	5.11453
ILMN_1771268	5.21309	4.91266	5.51699
ILMN_2380418	10.3443	9.22091	9.76686
ILMN_2372413	8.59414	8.86027	8.49138
ILMN_1763386	9.93502	10.0686	9.86568
ILMN_2259495	5.51959	5.81997	6.2529
ILMN_1770505	8.61563	8.79146	8.54166
ILMN_2309245	9.14715	9.03433	9.32511
ILMN_1674160	9.13566	9.22408	9.52394
ILMN_1726342	3.82727	4.60821	3.84707
ILMN_1708485	5.55755	5.67523	5.84081
ILMN_1688489	5.15337	4.9407	4.58965
ILMN_2182704	10.2471	9.78843	9.66862
ILMN_1768194	8.61644	8.03945	8.19705
ILMN_2405684	9.81093	9.72539	9.50653
ILMN_1776181	10.3884	10.0842	10.0189
ILMN_1681644	7.79553	6.48255	7.81176
ILMN_2349459	10.0772	10.9523	11.1534
ILMN_1803124	7.4544	7.39589	7.84661
ILMN_1801605	6.74195	6.71243	7.05677
ILMN_2338849	4.60268	4.825	4.77338
ILMN_1674036	4.69284	4.17402	4.16177
ILMN_1727144	4.15862	4.06139	4.0295
ILMN_1805826	7.16132	7.72207	7.60035
ILMN_2214098	7.26911	7.79627	7.58728
ILMN_1675612	10.9982	10.7122	10.9325
ILMN_1807331	4.73005	5.44458	4.92296
ILMN_1668277	3.94886	4.31345	4.55133
ILMN_1709484	7.15161	7.35037	7.16132
ILMN_1721921	6.63969	6.7103	6.28188
ILMN_2142935	5.02346	4.82902	4.72386
ILMN_2157510	9.37627	9.10557	9.10713
ILMN_1760530	5.84298	5.28418	6.31968
ILMN_1679782	6.44681	6.05914	6.07901
ILMN_1681242	4.79991	4.2524	4.75296
ILMN_1699669	4.18287	4.75834	4.59452
ILMN_1691436	11.2364	10.8122	10.9859
ILMN_1797793	8.77398	9.32414	9.0143
ILMN_2106656	8.2245	7.50731	7.94782
ILMN_2106658	10.8607	10.2166	10.4236
ILMN_1695354	4.50189	4.11179	5.22306
ILMN_1787794	4.73995	5.44743	5.09852
ILMN_1810239	4.11814	3.9213	3.90839
ILMN_2308338	5.60377	5.71363	5.45576
ILMN_1700915	9.14993	9.21322	9.28248
ILMN_2295290	3.99494	4.147	4.46658
ILMN_1758542	5.87992	5.74744	5.95317
ILMN_1800412	7.37124	7.49037	7.51467
ILMN_1800776	4.71778	5.09926	4.99557
ILMN_1798803	5.48199	5.30647	5.59696
ILMN_1789994	5.11758	4.7491	4.22631
ILMN_1791688	5.11132	4.85812	4.96932
ILMN_1702755	4.3775	4.70833	4.3357
ILMN_1722718	7.77427	7.04654	7.65189
ILMN_2299045	5.33804	5.9197	5.6446
ILMN_1811148	4.89452	5.1148	5.1202
ILMN_1814200	5.20599	4.76231	5.02214
ILMN_1707469	5.33764	5.24128	5.07735
ILMN_1682661	4.94926	4.95802	4.97027
ILMN_1740900	7.84346	7.67604	7.95383
ILMN_1709734	5.05482	4.97935	5.07969
ILMN_1693749	4.17687	4.50932	4.28248
ILMN_1660552	5.17727	5.55354	5.23428
ILMN_1747650	3.99179	4.91968	3.72949
ILMN_1741566	8.79564	9.07196	9.06555
ILMN_1761264	4.65748	4.38241	4.5052
ILMN_2123415	5.80055	5.20852	5.50226
ILMN_3307916	3.72061	4.20103	4.36324
ILMN_1702371	4.52885	4.66209	4.42893
ILMN_1706957	7.67411	7.63554	7.81085
ILMN_2095577	4.92302	5.17562	5.31859
ILMN_1801658	5.78982	5.44064	5.17785
ILMN_2070896	6.60854	7.12015	6.91124
ILMN_1789095	6.59811	6.64529	7.07013
ILMN_1772713	10.9556	11.1427	11.1849
ILMN_1777854	4.64498	4.81322	5.07497
ILMN_3238183	11.0503	10.6433	10.9746
ILMN_1796138	5.26196	5.05781	5.4774
ILMN_1759892	5.12894	4.37693	4.85584
ILMN_1672307	5.82523	5.50893	4.77639
ILMN_1751465	7.0811	7.6505	7.70221
ILMN_1679464	5.14294	5.44057	6.0472
ILMN_2298301	7.28316	7.3652	7.41698
ILMN_1655086	4.70487	5.38543	4.77385
ILMN_1692748	4.70375	5.6443	5.81278
ILMN_1656373	5.09474	4.59258	4.79778
ILMN_1734410	7.2719	7.07335	7.04575
ILMN_2318733	7.12849	7.66636	7.85895
ILMN_1770803	9.07666	9.46055	9.46162
ILMN_1724658	10.5375	10.9438	10.9523
ILMN_2045419	6.54341	6.82765	6.33354
ILMN_1718961	8.36833	8.43665	8.56076
ILMN_1708513	2.79889	4.84459	4.1853
ILMN_1699989	5.92755	5.70574	5.42238
ILMN_1711170	5.28248	5.02799	4.74218
ILMN_1773997	4.87617	5.23079	5.29633
ILMN_1689172	5.82174	5.55263	5.77406
ILMN_1728780	5.04367	4.50106	5.15965
ILMN_1803956	4.39372	4.63241	4.88748
ILMN_1730032	8.60322	8.6977	8.63875
ILMN_1793966	6.44211	6.613	6.51543
ILMN_1782633	12.8572	12.6002	12.5364
ILMN_1656382	8.11429	8.13748	8.2024
ILMN_2298511	9.97179	10.3216	9.93209
ILMN_1703894	7.92325	8.28852	8.32293
ILMN_1659343	13.3864	13.5711	13.4202
ILMN_1810680	9.99544	10.0272	9.45456
ILMN_3249676	5.25487	5.98753	5.04791
ILMN_1786658	11.4056	11.5875	11.5063
ILMN_2343010	11.4403	11.4435	11.1283
ILMN_2258488	4.87946	4.9731	5.08486
ILMN_2329759	4.00203	3.38172	3.83643
ILMN_1759369	4.75621	5.0094	5.25343
ILMN_1670746	5.40037	5.68506	5.0799
ILMN_1781833	5.03785	5.41085	4.90538
ILMN_1715583	10.8407	11.0802	11.3126
ILMN_2147920	7.66164	7.25149	7.47165
ILMN_1793049	4.89265	5.59718	5.42353
ILMN_2352921	6.27876	6.9597	6.53979
ILMN_1788764	5.11507	5.1099	5.06227
ILMN_2352926	4.99945	4.71835	5.4894
ILMN_1657746	8.58428	8.52016	8.61347
ILMN_1766736	5.97267	4.98082	5.44537
ILMN_1796928	4.68759	5.36686	5.00294
ILMN_1708152	4.97488	4.24403	4.36176
ILMN_1670091	5.09672	4.94712	4.9209
ILMN_1712718	6.89252	7.17662	7.07391
ILMN_1699179	5.46669	5.72009	5.61165
ILMN_1688381	6.25242	5.1263	6.03236
ILMN_1655210	4.98423	4.56055	4.73212
ILMN_1798112	4.99662	5.42734	4.86044
ILMN_2217056	5.02927	5.4308	5.19144
ILMN_3235789	4.51496	4.41838	5.14301
ILMN_1652472	5.76017	5.67277	5.21875
ILMN_1772034	4.61288	4.79192	3.88176
ILMN_2311089	7.45282	8.07094	7.76936
ILMN_1738027	8.05011	8.51109	8.28852
ILMN_1666652	5.67995	4.83487	5.46356
ILMN_1771065	5.52283	5.28172	5.17348
ILMN_1677794	4.7352	3.54372	3.76665
ILMN_1697546	8.08996	7.79088	8.3614
ILMN_1730019	7.2872	7.4262	7.48005
ILMN_1758918	11.1274	11.1123	11.4111
ILMN_1785635	9.33799	8.5074	9.1663
ILMN_1774134	6.3009	5.50787	5.99908
ILMN_1736981	5.39739	5.30871	5.75401
ILMN_1771061	5.7486	5.93227	6.67259
ILMN_1696420	8.9209	9.13439	9.49615
ILMN_2082810	8.95107	9.53555	9.68247
ILMN_3185563	5.50833	5.69682	5.83186
ILMN_3262031	9.12739	9.07046	9.69933
ILMN_3245301	4.85234	5.74453	4.8751
ILMN_2349600	9.02086	8.7008	8.65226
ILMN_1702335	3.97053	4.87861	4.20575
ILMN_1701711	8.50351	8.39575	8.32966
ILMN_1651405	10.1435	10.3352	10.1662
ILMN_1811481	4.19741	4.78029	4.29976
ILMN_1781085	5.07753	4.45906	4.7672
ILMN_1750821	4.60508	3.88935	3.73094
ILMN_1667928	4.25008	2.55315	4.22602
ILMN_2247703	4.18096	4.28884	4.53665
ILMN_2363489	9.00367	9.06342	9.07354
ILMN_1778684	8.96783	8.91542	8.98386
ILMN_1658805	5.81614	5.84063	5.44743
ILMN_3244769	4.7423	4.66076	5.41813
ILMN_1736836	4.84746	4.03664	4.79249
ILMN_1703686	6.99773	6.84775	6.87411
ILMN_1800430	5.16402	4.33708	4.94442
ILMN_1665554	7.57122	7.30034	7.23198
ILMN_1781580	10.2582	10.4445	10.431
ILMN_1797693	9.00339	8.6435	9.76072
ILMN_1803570	6.02649	5.8685	5.96314
ILMN_1800619	8.80544	8.40909	8.32226
ILMN_1693410	9.82528	10.1133	9.8999
ILMN_3253304	9.0358	9.43406	9.31894
ILMN_1760757	4.39424	4.9611	5.415
ILMN_2155172	10.1081	10.0478	9.60538
ILMN_1679800	11.7972	11.4111	11.4367
ILMN_2398432	12.1134	12.6487	12.832
ILMN_1719165	9.61035	9.54779	9.66384
ILMN_1775943	7.60796	8.05476	7.74899
ILMN_2225511	5.06178	5.54344	5.82598
ILMN_1727813	10.516	10.6177	10.5913
ILMN_1666967	9.17104	9.07011	8.94226
ILMN_2226324	10.6619	11.1356	10.7908
ILMN_1669308	6.85697	6.50251	7.316
ILMN_2365549	9.50222	9.21118	9.44205
ILMN_1658800	8.19441	8.16588	8.4355
ILMN_1756165	4.11671	4.58698	4.86158
ILMN_2185845	4.77119	5.36135	4.80164
ILMN_1708496	4.7047	4.76011	4.18873
ILMN_2305249	5.4381	5.90194	5.19921
ILMN_1675776	4.89392	4.74883	4.94401
ILMN_1660400	4.84419	4.9916	4.90902
ILMN_1714669	5.16885	4.69629	4.42887
ILMN_1672871	4.90622	5.56995	4.82139
ILMN_1656045	5.29247	5.62736	5.76843
ILMN_2296011	4.81356	5.36498	5.03857
ILMN_1805111	5.86706	6.35252	6.11586
ILMN_1673518	8.75688	8.5403	8.4687
ILMN_1801866	5.44695	4.81061	5.1513
ILMN_1761915	5.5333	5.41508	5.59015
ILMN_1662896	8.03792	7.95494	8.04991
ILMN_2086222	6.20961	5.95163	5.81791
ILMN_1757794	5.77869	5.60724	5.01152
ILMN_1774596	11.1735	11.1546	11.2066
ILMN_1734483	10.3173	9.74834	10.0179
ILMN_1778374	11.8603	11.7801	11.7505
ILMN_1730709	4.37193	5.08088	4.09545
ILMN_1760246	4.16631	5.19655	4.15123
ILMN_1726420	5.00997	4.5021	5.09408
ILMN_3242325	5.17297	5.56081	5.35248
ILMN_3247560	6.49296	6.50952	6.49647
ILMN_1770161	5.18626	4.84364	4.75249
ILMN_1723480	11.7495	11.461	11.4444
ILMN_3238628	4.91577	5.2191	4.91616
ILMN_1676842	9.57107	9.3351	9.03488
ILMN_2411264	9.11281	8.80446	9.0423
ILMN_1691927	7.42758	7.90981	7.94035
ILMN_1809344	9.13372	9.05608	8.91972
ILMN_1654153	4.9858	4.65241	4.34577
ILMN_1674670	4.67871	4.92411	4.34927
ILMN_1696582	4.71812	4.44999	4.09683
ILMN_1705066	6.65882	6.48008	6.95358
ILMN_1732885	7.50731	7.5459	7.53677
ILMN_1707481	5.92879	6.38064	5.75336
ILMN_1677684	4.56839	4.27065	4.10118
ILMN_2286987	5.18665	4.68832	5.24279
ILMN_3238274	11.5679	11.6184	11.7495
ILMN_1713964	6.46749	6.9319	6.91784
ILMN_1666653	4.55474	4.58451	5.22382
ILMN_2334350	7.32723	7.39501	7.71597
ILMN_1744725	10.4344	10.2438	10.2992
ILMN_1687743	7.44952	7.06381	7.69292
ILMN_2356745	5.09001	4.64852	5.37281
ILMN_1757298	8.00559	7.61391	7.86269
ILMN_2049900	4.93176	4.5939	4.56163
ILMN_1796773	5.39261	5.26723	5.74004
ILMN_1732271	5.46337	5.08238	5.50708
ILMN_2081070	5.65608	5.09416	5.82383
ILMN_1699728	5.91955	6.4374	6.06418
ILMN_2319414	13.8101	13.5451	13.7304
ILMN_1659762	13.0354	13.0856	12.8593
ILMN_2245676	8.20914	8.28554	8.30845
ILMN_3309354	4.98065	4.94426	5.25968
ILMN_2072140	8.90675	8.92582	8.76238
ILMN_1759359	9.57411	9.47411	9.37481
ILMN_1775743	10.6075	10.8783	10.8746
ILMN_1770085	5.94525	6.16904	6.68449
ILMN_1707339	9.99342	10.2243	10.0401
ILMN_2154836	8.24183	8.05011	7.83033
ILMN_1689154	5.58086	4.75281	5.1354
ILMN_1662026	5.26425	4.89523	4.99971
ILMN_1778536	5.06232	5.44758	5.16294
ILMN_2099528	4.69679	4.59635	4.337
ILMN_1698953	4.53345	4.99731	4.74676
ILMN_1783392	5.51266	4.69222	5.05634
ILMN_2364852	8.48842	8.61441	8.54607
ILMN_1752758	6.13274	6.18504	5.88451
ILMN_2256894	4.34042	4.53909	3.66607
ILMN_1721813	5.42164	5.33982	5.05873
ILMN_1687888	5.27299	5.11598	5.09485
ILMN_1802708	7.62615	7.50432	7.32739
ILMN_1700067	7.45942	7.09115	7.30822
ILMN_1676528	8.5126	8.51151	8.5023
ILMN_2373831	7.56867	7.75901	7.36261
ILMN_1688101	4.86779	4.99493	5.40729
ILMN_1783795	5.01159	5.4326	4.85544
ILMN_1660446	5.10977	4.4146	5.76043
ILMN_2355786	4.27301	4.07852	4.72744
ILMN_1663749	5.40028	5.29514	4.90433
ILMN_1770709	3.73233	4.05345	4.6424
ILMN_1676895	4.66321	4.78527	4.75582
ILMN_1772976	4.10254	3.90811	3.76552
ILMN_1815718	5.7517	5.94862	5.68085
ILMN_1689438	5.80828	4.99693	5.11193
ILMN_2202948	9.43986	9.43986	9.45041
ILMN_1797307	7.38698	7.69004	7.66356
ILMN_1693145	12.3083	12.2964	11.9646
ILMN_2245180	6.15802	5.45065	6.08669
ILMN_1778764	9.3497	9.08676	8.52551
ILMN_2386100	8.96561	9.20374	9.05779
ILMN_1749210	7.19582	7.30081	7.35564
ILMN_1710697	11.6694	11.702	11.5411
ILMN_1702107	5.11683	5.63171	4.2161
ILMN_1676294	4.13931	4.34707	4.43783
ILMN_1689237	6.12621	6.15264	6.66316
ILMN_1682792	9.17453	9.23882	9.52878
ILMN_2111229	4.72867	4.58553	4.62325
ILMN_1669208	4.74952	5.16297	5.50252
ILMN_1730285	4.70624	4.77961	4.85518
ILMN_1704760	6.50251	6.92429	6.27895
ILMN_1714878	4.05856	4.00663	4.6166
ILMN_1717982	4.14229	4.08457	4.09381
ILMN_1793846	6.35026	5.97083	6.17643
ILMN_1669554	4.58467	4.50948	4.88025
ILMN_1676548	12.2138	12.3099	12.1955
ILMN_1767556	5.55738	6.35317	6.42368
ILMN_1738955	7.4929	7.50885	7.43186
ILMN_3181538	5.29303	5.09445	5.18464
ILMN_1770399	4.52264	4.25642	4.3635
ILMN_1654413	5.91509	5.31486	5.26935
ILMN_1783247	4.80176	5.04599	4.08692
ILMN_1799204	5.26259	5.35009	5.06027
ILMN_1652715	4.38507	4.38492	4.3292
ILMN_3230789	5.24989	5.58119	5.54048
ILMN_1770130	4.92814	3.442	3.78792
ILMN_2159300	5.94219	5.93671	6.1799
ILMN_1810462	4.70236	5.29782	4.78637
ILMN_1680110	10.73	10.8141	10.7143
ILMN_1734010	7.03087	6.65443	6.81529
ILMN_1761411	6.75744	7.21008	7.65653
ILMN_1665508	6.83572	6.57775	6.40719
ILMN_1767828	4.93929	4.64546	5.39808
ILMN_1758153	4.75006	4.56578	4.99953
ILMN_1704785	4.67441	5.60298	5.11993
ILMN_1674046	5.00212	5.91893	4.99726
ILMN_2100936	4.99311	4.44607	4.97468
ILMN_1784933	5.40177	5.26691	4.78307
ILMN_3245166	5.00547	4.91356	4.83114
ILMN_1663649	5.51076	5.09696	5.37426
ILMN_1791656	8.21015	8.40732	8.21961
ILMN_3239861	5.9657	5.97696	6.43071
ILMN_2071682	5.07151	4.68041	4.37314
ILMN_1730047	4.30665	4.51382	4.51677
ILMN_1677311	4.41819	4.95925	4.93327
ILMN_1701243	8.32942	8.56314	8.54862
ILMN_1687478	5.26874	5.66818	5.90446
ILMN_2231921	4.74356	4.8615	5.06362
ILMN_1658830	7.14883	6.89802	7.24007
ILMN_1674373	4.82198	5.10612	3.93897
ILMN_2158594	7.21591	7.40331	7.5117
ILMN_1723921	5.01398	4.877	4.44713
ILMN_1768339	4.47252	5.08099	4.3557
ILMN_1772706	8.33576	7.8525	8.11546
ILMN_2151056	7.8625	8.20948	8.11071
ILMN_1684497	6.41268	6.68863	5.58459
ILMN_1662470	9.24899	9.19781	9.01038
ILMN_2202806	4.0562	4.17553	5.04089
ILMN_1747741	5.00495	5.45284	5.53392
ILMN_1753490	5.86493	5.94106	6.05543
ILMN_2375141	5.71151	5.09371	4.94874
ILMN_1765480	5.0142	5.04937	5.08335
ILMN_1742604	4.99934	5.63958	5.73149
ILMN_1672711	4.43145	4.18229	3.2093
ILMN_1681967	4.70782	4.76307	4.04881
ILMN_3235877	4.2536	4.73881	4.41838
ILMN_1660288	5.59015	5.69809	6.15927
ILMN_1792270	5.84014	6.38893	6.25215
ILMN_1750338	6.76799	6.48078	6.85672
ILMN_2128639	7.67634	7.32814	7.42037
ILMN_3254163	4.40065	5.28763	4.75824
ILMN_1759157	5.64414	5.39766	6.01537
ILMN_2298611	4.7824	3.42008	3.46698
ILMN_2344744	4.34528	4.38153	5.0036
ILMN_1665760	5.27902	4.88	4.81089
ILMN_2259520	5.13044	4.47806	5.37386
ILMN_2205963	8.87948	8.90722	8.64713
ILMN_1708277	5.21594	5.11982	4.92197
ILMN_1672717	8.6189	8.49116	8.18227
ILMN_2118472	12.2472	12.433	12.3277
ILMN_1754538	9.9357	9.61724	9.93319
ILMN_2295346	3.48054	3.24481	4.28177
ILMN_1718520	7.67929	7.65595	7.71994
ILMN_1783873	5.39033	5.34267	5.23164
ILMN_1765232	6.31046	6.97399	6.9324
ILMN_1710207	8.24691	8.19054	8.36582
ILMN_1678652	8.00521	8.05417	7.68956
ILMN_1795563	5.12088	5.05565	4.52397
ILMN_1768077	7.37193	7.30335	7.28014
ILMN_1720898	3.8152	4.18096	4.87027
ILMN_1664488	5.16949	5.41444	4.97043
ILMN_1777591	4.73139	5.60291	5.77906
ILMN_1719577	5.62859	5.84268	5.81603
ILMN_1662791	4.7105	4.40867	5.15215
ILMN_1720755	4.40207	4.53439	4.66927
ILMN_2415617	5.56781	5.09107	5.15375
ILMN_1742473	5.39152	5.6625	5.52315
ILMN_1664741	4.94335	5.10483	4.84699
ILMN_1738047	5.97373	6.21243	6.15146
ILMN_3192411	6.66926	6.92027	6.79763
ILMN_3268880	8.44139	8.79302	8.31947
ILMN_1792110	8.14637	8.16704	8.27305
ILMN_1838791	5.22296	5.09211	5.22438
ILMN_2301163	6.24136	6.73193	6.34335
ILMN_1671905	8.66757	8.66247	8.26848
ILMN_1805603	5.7848	5.30638	5.63322
ILMN_1757099	6.87178	7.23244	7.0524
ILMN_1782861	4.47052	5.14237	5.27782
ILMN_2101719	6.42477	6.91755	6.9987
ILMN_3307060	5.50642	4.8337	4.73467
ILMN_1665207	4.94682	5.30552	5.2148
ILMN_1775423	6.80904	6.94986	7.06174
ILMN_1680367	4.69181	4.26389	4.62122
ILMN_1802702	3.91105	5.12736	4.11748
ILMN_2183519	4.28835	4.38343	4.74118
ILMN_1692568	4.55113	5.20732	4.731
ILMN_1781654	4.51954	5.23532	4.87495
ILMN_1724517	4.61759	4.09646	4.02911
ILMN_1783629	4.98671	4.50087	4.79865
ILMN_1797104	4.33011	4.8386	5.09265
ILMN_1702584	4.95962	4.68979	5.17404
ILMN_1802192	5.03522	5.68397	5.51725
ILMN_2128967	8.09715	8.3469	8.03792
ILMN_1811082	5.06733	4.47462	4.70935
ILMN_1786759	12.5163	12.6064	12.063
ILMN_1708304	3.73435	3.1271	4.39451
ILMN_2267365	6.1201	5.99908	6.2912
ILMN_1788356	8.98741	9.16404	9.13147
ILMN_2359029	8.26648	8.51485	8.62384
ILMN_1665660	6.12034	5.69097	6.36863
ILMN_1752988	9.76309	9.81561	10.4783
ILMN_2077094	11.4564	11.6892	11.793
ILMN_3248086	5.73472	5.71785	5.30334
ILMN_3235922	5.38223	4.95849	4.7541
ILMN_1808163	7.97603	7.7027	7.73289
ILMN_1812134	5.61165	5.6102	4.96785
ILMN_1786872	5.20011	5.204	4.83592
ILMN_1680963	5.27602	4.71282	4.87621
ILMN_1799053	4.74612	4.85118	5.10222
ILMN_1652602	4.54194	5.16634	4.79762
ILMN_1788756	4.44895	4.87083	4.77063
ILMN_3306978	5.85625	5.18498	5.93574
ILMN_1789804	4.71432	5.00397	5.04497
ILMN_1791968	5.15275	4.94468	5.80663
ILMN_1673982	4.75534	4.95603	5.354
ILMN_1653836	5.09233	4.74034	4.72053
ILMN_1782371	5.2174	4.66083	5.14245
ILMN_1729842	4.47099	4.51903	4.28931
ILMN_3307188	4.89576	4.52695	5.1097
ILMN_1803015	4.62245	4.38748	4.7303
ILMN_1680102	5.83984	5.59373	6.07796
ILMN_1767642	8.33323	7.44304	8.30946
ILMN_2160718	5.39684	5.6052	5.19444
ILMN_1696826	5.75555	5.50962	5.20894
ILMN_1739345	10.7219	10.5229	10.2845
ILMN_1724532	4.85858	5.61236	4.85338
ILMN_1664773	4.6848	5.80865	5.37272
ILMN_2341487	6.64187	6.73212	6.63764
ILMN_1796440	4.83151	5.23793	5.5019
ILMN_1726104	9.04974	9.22752	9.03715
ILMN_2050790	5.50829	5.7437	4.82325
ILMN_1674017	5.23226	5.13372	5.49901
ILMN_2213297	8.52564	8.68045	8.35626
ILMN_1664738	7.30959	7.23081	7.2047
ILMN_2063051	3.99918	4.68045	5.17974
ILMN_1706842	4.70634	4.90831	5.28349
ILMN_1728965	7.4573	7.19638	7.65564
ILMN_1802649	6.52615	6.55918	6.80626
ILMN_3249949	8.12377	8.41188	8.23106
ILMN_3250798	6.50672	6.68605	6.32568
ILMN_1815878	11.5777	11.5097	11.7082
ILMN_1677080	6.95199	6.67285	6.99928
ILMN_2073263	5.35248	4.38444	4.44633
ILMN_1773148	5.31663	6.07836	5.95226
ILMN_2268593	4.75994	4.72762	4.37831
ILMN_1709050	5.38295	5.52457	5.47711
ILMN_2243516	7.2638	6.08412	6.48008
ILMN_1680659	4.6591	4.77946	4.73887
ILMN_1767103	5.19103	5.59777	5.22095
ILMN_3258513	5.0368	5.1734	4.77937
ILMN_2045800	4.88685	4.90552	4.82679
ILMN_1732739	4.68532	4.62129	4.29398
ILMN_1779163	8.85947	8.82586	8.59859
ILMN_1757847	8.62791	8.28095	8.30261
ILMN_2168520	5.01562	6.12782	5.69816
ILMN_1683635	6.23154	6.05652	6.20215
ILMN_2049693	5.68148	5.93655	5.54652
ILMN_1793570	4.65118	4.37668	4.68586
ILMN_1781419	9.84669	9.72155	9.59182
ILMN_1656463	7.60208	8.04418	7.76799
ILMN_1659017	9.90871	9.92238	10.0563
ILMN_1798270	9.15789	9.46078	9.23401
ILMN_2168079	5.53726	4.69929	4.81495
ILMN_1669579	4.80511	5.21505	4.39979
ILMN_1790637	8.60602	8.99662	8.97927
ILMN_1790100	9.27727	9.64519	9.41549
ILMN_3240370	8.42645	8.80127	8.21988
ILMN_1795564	6.95433	6.73304	6.19997
ILMN_1808914	4.20208	4.92194	4.58267
ILMN_2182850	4.58317	5.03639	5.0896
ILMN_3239232	5.18024	4.63471	5.09065
ILMN_1810376	4.05436	3.93007	4.50739
ILMN_1766038	4.8412	5.36457	4.8736
ILMN_1811437	4.06606	5.20669	4.45556
ILMN_3282138	5.21976	4.86204	4.79192
ILMN_1727178	3.35849	4.37612	5.06733
ILMN_1777765	10.9549	11.0491	11.3628
ILMN_2196335	6.75184	7.19127	6.60393
ILMN_2196337	8.9346	8.24333	8.7819
ILMN_1758537	5.26679	4.31889	4.82784
ILMN_1804611	6.07613	7.02418	6.78121
ILMN_2180371	8.65621	8.44139	8.79795
ILMN_1745497	6.27313	6.14116	6.11034
ILMN_3245684	4.66095	4.98766	5.29734
ILMN_1787199	4.60113	4.40366	5.06806
ILMN_1792671	8.66906	8.46632	8.47702
ILMN_1788810	8.36363	8.14768	8.43636
ILMN_2077733	5.46855	5.56751	4.9072
ILMN_2122176	9.55197	9.66677	9.34107
ILMN_2105923	8.94639	9.02262	8.77503
ILMN_3180113	5.60354	4.78597	5.53254
ILMN_3256573	5.01972	4.53917	5.0299
ILMN_1772446	5.50142	5.47901	5.64414
ILMN_2229922	7.51963	7.43143	7.25233
ILMN_1726289	6.42565	6.2309	6.73837
ILMN_1755414	6.62063	5.63601	5.70261
ILMN_1757142	5.44537	5.92602	6.19454
ILMN_1763311	3.83016	4.98141	4.46487
ILMN_1751898	7.70976	7.54613	7.69522
ILMN_1722880	4.0176	4.20951	3.29515
ILMN_1809597	5.64784	5.03392	5.41688
ILMN_1721569	5.19811	4.99654	5.40135
ILMN_1713189	10.2013	10.1409	9.94523
ILMN_1711720	3.65492	4.5497	4.16249
ILMN_1737818	8.5595	8.33723	8.63598
ILMN_2169856	7.87872	7.59788	8.02463
ILMN_1772527	9.55534	9.62742	9.63693
ILMN_1728435	9.23053	9.07979	8.91117
ILMN_1798957	9.93349	9.98395	9.73113
ILMN_1727055	9.03277	9.05217	8.00109
ILMN_1654429	5.75563	6.15683	5.79766
ILMN_2161556	7.00055	6.7499	6.63183
ILMN_1791792	8.24535	8.34127	8.55688
ILMN_1715567	5.43202	4.5314	5.05526
ILMN_2105298	5.10379	4.24686	4.24403
ILMN_3244516	6.14854	6.85672	6.54089
ILMN_1667857	9.1051	9.31302	9.34592
ILMN_1706186	5.07268	4.85184	4.44823
ILMN_1675616	6.44711	7.18574	6.70911
ILMN_3273214	4.8861	4.94666	5.1382
ILMN_1770616	6.52246	6.92661	6.46098
ILMN_1812191	10.6049	10.8363	10.1786
ILMN_1727606	6.27523	6.28488	6.51761
ILMN_2234710	5.87247	5.72984	5.74874
ILMN_2234709	5.3487	5.863	5.16284
ILMN_1773927	4.59754	4.06362	3.82096
ILMN_1804656	9.11589	9.47839	8.87785
ILMN_3241071	4.80034	5.45316	4.77857
ILMN_1670355	5.41837	4.60007	5.42235
ILMN_1774878	4.12339	4.55238	4.70754
ILMN_2085659	4.45752	4.89814	5.10079
ILMN_1658477	5.65337	4.76591	5.17106
ILMN_1667510	8.63221	8.68617	9.11436
ILMN_1736995	6.81048	6.74138	6.45807
ILMN_1789323	5.65725	5.10376	4.27041
ILMN_3245006	5.84356	5.60118	5.68397
